Channel Number,Channel Name,Channel Type,Rx Frequency,Tx Frequency,Bandwidth (kHz),Colour Code,Timeslot,Contact,TG List,DMR ID,TS1_TA_Tx,TS2_TA_Tx ID,RX Tone,TX Tone,Squelch,Power,Rx Only,Zone Skip,All Skip,TOT,VOX,No Beep,No Eco,APRS,Latitude,Longitude
543,FRS 13 (IS),Analogue,	467.68750,	467.68750,12.5,,,,,,,,None,None,Disabled,P3,No,No,No,90,Off,No,No,None,0,0
544,FRS 14 (IS),Analogue,	467.71250,	467.71250,12.5,,,,,,,,None,None,Disabled,P3,No,No,No,90,Off,No,No,None,0,0
545,GMRS 1 (15),Analogue,	462.55000,	462.55000,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
546,GMRS 2 (16),Analogue,	462.57500,	462.57500,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
547,GMRS 3 (17),Analogue,	462.60000,	462.60000,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
548,GMRS 4 (18),Analogue,	462.62500,	462.62500,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
549,GMRS 5 (19),Analogue,	462.65000,	462.65000,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
550,GMRS 6 (20),Analogue,	462.67500,	462.67500,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
551,GMRS 7 (21),Analogue,	462.70000,	462.70000,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
552,GMRS 8 (22),Analogue,	462.72500,	462.72500,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
553,MURS 1,Analogue,	151.82000,	151.82000,12.5,,,,,,,,None,None,Disabled,P6,No,No,Yes,90,Off,No,No,None,0,0
554,MURS 2,Analogue,	151.88000,	151.88000,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
555,MURS 3,Analogue,	151.94000,	151.94000,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
556,MURS 4 (Blue),Analogue,	154.57000,	154.57000,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
557,MURS 5 (Green),Analogue,	154.60000,	154.60000,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
558,SP V01 145.790,Digital,	145.79000,	145.79000,,1,1,Simplex 99 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
559,SP V02 145.510,Digital,	145.51000,	145.51000,,1,1,Simplex 99 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
560,SP U01 441.000,Digital,	441.00000,	441.00000,,1,1,Simplex 99 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
561,SP U02 446.5,Digital,	446.50000,	446.50000,,1,1,Simplex 99 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
562,SP U03 446.075,Digital,	446.07500,	446.07500,,1,1,Simplex 99 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
563,SP U04 433.45,Digital,	433.45000,	433.45000,,1,1,Simplex 99 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
564,SP U05 430.4125,Digital,	430.41250,	430.41250,,1,1,Simplex 99 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
565,SP U06 439.4125,Digital,	439.41250,	439.41250,,1,1,Simplex 99 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
566,SP U07 430.425,Digital,	430.42500,	430.42500,,1,1,Simplex 99 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
567,SP U08 439.425,Digital,	439.42500,	439.42500,,1,1,Simplex 99 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
568,R U09 430.4375,Digital,	430.43750,	439.43750,,1,1,Local 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
569,R U10 430.450,Digital,	430.45000,	439.45000,,1,1,Local 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
570,R U11 430.4625,Digital,	430.46250,	439.46250,,1,1,Local 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
571,R U12 430.475,Digital,	430.47500,	439.47500,,1,1,Local 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
572,R U09R 430.4375,Digital,	439.43750,	430.43750,,1,1,Local 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
573,R U10R 430.450,Digital,	439.45000,	430.45000,,1,1,Local 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
574,R U11R 430.4625,Digital,	439.46250,	430.46250,,1,1,Local 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
575,R U12R 430.475,Digital,	439.47500,	430.47500,,1,1,Local 1,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
576,Ariel/Ariel VHF,Digital,	147.41250,	146.41250,,1,1,None,ARA TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
577,BC:PortAlbernir,Digital,	444.25000,	449.25000,,1,1,None,BCP TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
578,Bellevue/Cougar,Digital,	441.28750,	446.28750,,1,1,None,BVC TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
579,Bellevu/Cougar,Digital,	147.02000,	147.62000,,1,1,None,BVV TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
580,Bellingham UHF,Digital,	440.92500,	445.92500,,1,1,None,BEU TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
581,Bellingham VHF,Digital,	146.50000,	147.50000,,1,1,None,BEV TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
582,Biggs/Juniper Pt,Digital,	443.32500,	448.32500,,1,1,None,BIJ TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
583,Bordmn/GolG,Digital,	443.37500,	448.37500,,1,1,None,BOG TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
584,BrushPr/ClrkRng,Digital,	444.11250,	449.11250,,7,1,None,BPC TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
585,Cascad Lock/Hill,Digital,	443.32500,	448.32500,,1,1,None,CAH TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
586,Chehalis/BawFaw,Digital,	146.50000,	147.50000,,1,1,None,CHB TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
587,Chinook/Megler U,Digital,	440.96250,	445.96250,,1,1,None,CMU TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
588,CdA Metro,Digital,	146.45000,	147.45000,,1,1,None,CDM TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
589,Corbett/Lookout,Digital,	443.10000,	448.10000,,1,1,None,COL TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
590,Dallas/CityV,Digital,	442.88750,	447.88750,,1,1,None,DCV TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
591,Ellens/SunE UHF,Digital,	440.92500,	445.92500,,1,1,None,ELU TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
592,Ellens/SunE VHF,Digital,	147.41250,	146.41250,,1,1,None,ELV TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
593,Ephrata/Beasley,Digital,	147.41250,	146.41250,,1,1,None,EPB TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
594,Hillsboro/Saddle,Digital,	440.81250,	445.81250,,1,1,None,HIS TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
595,HoodRiver/Burd,Digital,	443.07500,	448.07500,,1,1,None,HOB TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
596,IssaquahTiger,Digital,	442.02500,	447.02500,,1,1,None,IST TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
597,Kelso/Columbia,Digital,	444.71250,	449.71250,,1,1,None,KEC TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
598,Longview/Rainier,Digital,	441.70000,	446.70000,,1,1,None,LVR TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
599,Mazama VHF,Digital,	145.21000,	148.01000,,3,1,None,MAZ TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
601,Channel601,Digital,	430.41250,	430.41250,,1,1,None,MMB TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
606,Moses Lk/Frechmn,Digital,	440.92500,	445.92500,,1,1,None,MOF TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
607,MtHood/GvmtCamp,Digital,	444.15000,	449.15000,,1,1,None,MHG TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
608,Naneum  Ridge,Digital,	146.48750,	147.48750,,1,1,None,NMR TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
609,Newberg/MtnTopRd,Digital,	444.48750,	449.48750,,1,1,None,NEM TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
610,NBend/ValleyCamp,Digital,	440.72500,	445.72500,,1,1,None,NBV TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
611,Ocean Shores,Digital,	146.41250,	147.41250,,1,1,None,OCS TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
612,Olympia/Cap Pk,Digital,	440.71250,	445.71250,,1,1,None,OLC TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
613,Portland/MtScott,Digital,	441.32500,	446.32500,,7,1,None,POM TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
614,Portland/PPMC,Digital,	444.83750,	449.83750,,7,1,None,POP TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
615,Portland/Sylvan,Digital,	440.51250,	445.51250,,1,1,None,POS TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
616,Pullman/Pullman,Digital,	440.70000,	445.70000,,1,1,None,PUW TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
617,Salem/Prospect,Digital,	441.27500,	446.27500,,1,1,None,SPH TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
618,Salem/Popcorn,Digital,	145.35000,	144.75000,,1,1,None,SLP TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
619,Seattle/Metro,Digital,	441.32500,	446.32500,,1,1,None,SEM TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
620,Shelton/SpncrLk,Digital,	147.02000,	147.62000,,2,1,None,SHL TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
621,Shoreline/SHR,Digital,	440.12500,	445.12500,,1,1,None,SHR TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
622,Spokane/Lkout U,Digital,	444.15000,	449.15000,,1,1,None,SPL TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
623,Spokane/Krell U,Digital,	444.12500,	449.12500,,1,1,None,SKU TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
624,Spokane/Krell V,Digital,	147.41250,	146.41250,,1,1,None,SKV TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
625,SpknVly/RdgcrstV,Digital,	147.46250,	146.46250,,1,1,None,SRv TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
626,SpknVly/RdgcrstU,Digital,	440.78750,	445.78750,,1,1,None,SRu TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
627,Tacoma/Ruston,Digital,	440.72500,	445.72500,,1,1,None,TAR TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
628,Tacoma/Baldi U,Digital,	441.35000,	446.35000,,1,1,None,TBU TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
629,Tacoma/Baldi V,Digital,	146.43750,	147.43750,,1,1,None,TBV TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
630,TheDall/StackrBu,Digital,	443.10000,	448.10000,,1,1,None,THS TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
631,Tri-Citi/JOJ UHF,Digital,	440.73750,	445.73750,,1,1,None,TRU TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
632,Tri-Citi/JOJ VHF,Digital,	146.42500,	147.42500,,1,1,None,TRV TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
633,TroutLk/FltpMtn,Digital,	443.25000,	448.25000,,1,1,None,TFM TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
634,Wenatchee/LoBdgr,Digital,	443.75000,	448.75000,,1,1,None,WEN TGS,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
635,Widbey Island,Digital,	440.70000,	445.70000,,1,1,None,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
636,Winthrop/RiserLk,Digital,	145.12500,	147.92500,,3,1,None,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
637,Yakima/Elephant,Digital,	147.12000,	147.72000,,1,1,None,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
638,BEARS W.Tiger,Digital,	442.07500,	447.07500,,2,1,None,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
639,Seattle/Central,Digital,	440.77500,	445.77500,,2,1,None,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
640,Seattle/North,Digital,	441.02500,	446.02500,,2,1,None,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
641,Seattle/West,Digital,	440.97500,	445.97500,,2,1,None,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
642,Buck Mt.,Digital,	440.76250,	445.76250,,2,1,None,None,None,Off,Off,,,,Master,No,No,No,90,Off,No,No,None,0,0
